id,split,source,cve_id,cwe,attck_tags,perturbation_strategy,difficulty,path_hops,num_nodes,num_edges,data_license
AVP-R-1597,train,lanl,CVE-2022-58224,CWE-798,T1078,Noisy Decoy,2,8,9,8,CC-BY-4.0
AVP-R-1598,train,lmdg-synthetic,CVE-2023-39044,CWE-798,T1018;T1029,Slow Exfiltration,1,10,11,10,CC-BY-4.0
AVP-R-1599,train,lanl,CVE-2022-40962,CWE-613,T1078.001,Role Confusion,2,4,5,4,CC-BY-4.0
AVP-R-1600,train,lmdg-synthetic,CVE-2023-16439,CWE-620,T1021.004;T1047;T1569.002,Tool Injection,2,10,11,10,CC-BY-4.0
AVP-R-1601,train,mitre-engenuity,CVE-2021-35893,CWE-200,T1047;T1569.002,Tool Injection,2,9,10,9,CC-BY-4.0
AVP-R-1602,train,lanl,CVE-2021-51511,CWE-307,T1078,Noisy Decoy,1,5,6,5,CC-BY-4.0
AVP-R-1603,train,lanl,CVE-2023-43154,CWE-798,T1078.001,Role Confusion,4,9,10,9,CC-BY-4.0
AVP-R-1604,train,lanl,CVE-2021-54799,CWE-620,T1047;T1569.002,Tool Injection,2,9,10,9,CC-BY-4.0
AVP-R-1605,train,lanl,CVE-2023-53429,CWE-620,T1557.001,NTLM Relay,2,5,6,5,CC-BY-4.0
AVP-R-1606,train,lanl,CVE-2023-39455,CWE-384,T1078,Noisy Decoy,3,5,6,5,CC-BY-4.0
AVP-R-1607,train,lanl,CVE-2021-53566,CWE-640,T1047;T1569.002,Tool Injection,4,7,8,7,CC-BY-4.0
AVP-R-1608,train,lanl,CVE-2022-17535,CWE-384,T1078,Noisy Decoy,3,6,7,6,CC-BY-4.0
AVP-R-1609,train,lmdg-synthetic,CVE-2021-63430,CWE-287,T1059.003;T1078,Noisy Decoy,1,6,7,6,CC-BY-4.0
AVP-R-1610,train,lmdg-synthetic,CVE-2022-53703,CWE-200,T1018;T1078,Noisy Decoy,3,10,11,10,CC-BY-4.0
AVP-R-1611,train,mitre-engenuity,CVE-2023-42743,CWE-200,T1029,Slow Exfiltration,4,5,6,5,CC-BY-4.0
AVP-R-1612,train,mitre-engenuity,CVE-2022-54114,CWE-798,T1078,Noisy Decoy,3,9,10,9,CC-BY-4.0
AVP-R-1613,train,mitre-engenuity,CVE-2021-65896,CWE-640,T1078,Noisy Decoy,2,7,8,7,CC-BY-4.0
AVP-R-1614,train,lmdg-synthetic,CVE-2022-50415,CWE-384,T1018;T1029,Slow Exfiltration,3,6,7,6,CC-BY-4.0
AVP-R-1615,train,lanl,CVE-2023-12740,CWE-287,T1078.001,Role Confusion,1,10,11,10,CC-BY-4.0
AVP-R-1616,train,lanl,CVE-2021-17398,CWE-521,T1557.001,NTLM Relay,2,9,10,9,CC-BY-4.0
AVP-R-1617,train,lanl,CVE-2021-12055,CWE-384,T1029,Slow Exfiltration,2,5,6,5,CC-BY-4.0
AVP-R-1618,train,lanl,CVE-2022-42195,CWE-384,T1557.001,NTLM Relay,1,9,10,9,CC-BY-4.0
AVP-R-1619,train,lanl,CVE-2023-42743,CWE-200,T1078,Noisy Decoy,2,5,6,5,CC-BY-4.0
AVP-R-1620,train,lmdg-synthetic,CVE-2023-41099,CWE-620,T1059.001;T1078.001,Role Confusion,4,8,9,8,CC-BY-4.0
AVP-R-1621,train,lanl,CVE-2022-65622,CWE-613,T1029,Slow Exfiltration,1,7,8,7,CC-BY-4.0
AVP-R-1622,train,lmdg-synthetic,CVE-2022-59457,CWE-306,T1021.006;T1078.001,Role Confusion,3,9,10,9,CC-BY-4.0
AVP-R-1623,train,mitre-engenuity,CVE-2021-47812,CWE-613,T1078.001,Role Confusion,3,6,7,6,CC-BY-4.0
AVP-R-1624,train,lmdg-synthetic,CVE-2021-49045,CWE-384,T1021.004;T1078,Noisy Decoy,4,6,7,6,CC-BY-4.0
AVP-R-1625,train,lmdg-synthetic,CVE-2022-46716,CWE-640,T1047;T1087;T1569.002,Tool Injection,3,10,11,10,CC-BY-4.0
AVP-R-1626,train,lmdg-synthetic,CVE-2022-10548,CWE-521,T1059.003;T1078.001,Role Confusion,4,7,8,7,CC-BY-4.0
AVP-R-1627,train,lanl,CVE-2022-57813,CWE-200,T1557.001,NTLM Relay,1,6,7,6,CC-BY-4.0
AVP-R-1628,train,lanl,CVE-2021-54388,CWE-521,T1029,Slow Exfiltration,1,6,7,6,CC-BY-4.0
AVP-R-1629,train,lanl,CVE-2023-54662,CWE-613,T1557.001,NTLM Relay,1,9,10,9,CC-BY-4.0
AVP-R-1630,train,lanl,CVE-2021-37126,CWE-640,T1557.001,NTLM Relay,3,10,11,10,CC-BY-4.0
AVP-R-1631,train,lmdg-synthetic,CVE-2022-45483,CWE-200,T1021.004;T1078.001,Role Confusion,1,9,10,9,CC-BY-4.0
AVP-R-1632,train,lanl,CVE-2023-46031,CWE-307,T1029,Slow Exfiltration,3,6,7,6,CC-BY-4.0
AVP-R-1633,train,lanl,CVE-2022-59046,CWE-640,T1047;T1569.002,Tool Injection,1,9,10,9,CC-BY-4.0
AVP-R-1634,train,lmdg-synthetic,CVE-2022-44250,CWE-287,T1021.006;T1029,Slow Exfiltration,1,10,11,10,CC-BY-4.0
AVP-R-1635,train,lanl,CVE-2022-44661,CWE-307,T1078,Noisy Decoy,1,10,11,10,CC-BY-4.0
AVP-R-1636,train,lanl,CVE-2021-45757,CWE-306,T1078.001,Role Confusion,3,6,7,6,CC-BY-4.0
AVP-R-1637,train,lanl,CVE-2021-48634,CWE-798,T1047;T1569.002,Tool Injection,2,8,9,8,CC-BY-4.0
AVP-R-1638,train,lanl,CVE-2021-47401,CWE-307,T1029,Slow Exfiltration,1,5,6,5,CC-BY-4.0
AVP-R-1639,train,lmdg-synthetic,CVE-2022-51648,CWE-521,T1021.006;T1047;T1569.002,Tool Injection,2,5,6,5,CC-BY-4.0
AVP-R-1640,train,mitre-engenuity,CVE-2023-36578,CWE-521,T1078,Noisy Decoy,1,7,8,7,CC-BY-4.0
AVP-R-1641,train,lmdg-synthetic,CVE-2023-48497,CWE-306,T1021.004;T1047;T1569.002,Tool Injection,1,9,10,9,CC-BY-4.0
AVP-R-1642,train,lanl,CVE-2021-52744,CWE-798,T1029,Slow Exfiltration,4,6,7,6,CC-BY-4.0
AVP-R-1643,train,lanl,CVE-2022-64800,CWE-287,T1047;T1569.002,Tool Injection,3,5,6,5,CC-BY-4.0
AVP-R-1644,train,mitre-engenuity,CVE-2022-36852,CWE-613,T1029,Slow Exfiltration,1,6,7,6,CC-BY-4.0
AVP-R-1645,train,lanl,CVE-2022-50415,CWE-384,T1047;T1569.002,Tool Injection,1,7,8,7,CC-BY-4.0
AVP-R-1646,train,mitre-engenuity,CVE-2023-54662,CWE-613,T1557.001,NTLM Relay,1,7,8,7,CC-BY-4.0
AVP-R-1647,train,lanl,CVE-2023-44387,CWE-306,T1078.001,Role Confusion,1,10,11,10,CC-BY-4.0
AVP-R-1648,train,lanl,CVE-2023-50963,CWE-200,T1557.001,NTLM Relay,1,10,11,10,CC-BY-4.0
AVP-R-1649,train,mitre-engenuity,CVE-2021-47812,CWE-613,T1047;T1569.002,Tool Injection,1,8,9,8,CC-BY-4.0
AVP-R-1650,train,lanl,CVE-2023-40277,CWE-306,T1029,Slow Exfiltration,2,10,11,10,CC-BY-4.0
AVP-R-1651,train,lanl,CVE-2022-34797,CWE-306,T1078.001,Role Confusion,2,5,6,5,CC-BY-4.0
AVP-R-1652,train,lanl,CVE-2023-47264,CWE-798,T1047;T1569.002,Tool Injection,2,7,8,7,CC-BY-4.0
AVP-R-1653,train,mitre-engenuity,CVE-2023-55895,CWE-384,T1047;T1569.002,Tool Injection,2,5,6,5,CC-BY-4.0
AVP-R-1654,train,mitre-engenuity,CVE-2021-37948,CWE-521,T1078.001,Role Confusion,1,7,8,7,CC-BY-4.0
AVP-R-1655,train,lanl,CVE-2023-16439,CWE-620,T1078,Noisy Decoy,3,9,10,9,CC-BY-4.0
AVP-R-1656,train,lmdg-synthetic,CVE-2022-43839,CWE-620,T1021.001;T1078,Noisy Decoy,1,10,11,10,CC-BY-4.0
AVP-R-1657,train,lanl,CVE-2021-15754,CWE-798,T1078,Noisy Decoy,3,10,11,10,CC-BY-4.0
AVP-R-1658,train,mitre-engenuity,CVE-2021-51100,CWE-287,T1047;T1569.002,Tool Injection,1,8,9,8,CC-BY-4.0
AVP-R-1659,train,mitre-engenuity,CVE-2023-52196,CWE-640,T1557.001,NTLM Relay,1,7,8,7,CC-BY-4.0
AVP-R-1660,train,lanl,CVE-2023-40277,CWE-306,T1029,Slow Exfiltration,2,7,8,7,CC-BY-4.0
AVP-R-1661,train,mitre-engenuity,CVE-2021-61375,CWE-384,T1557.001,NTLM Relay,4,7,8,7,CC-BY-4.0
AVP-R-1662,train,mitre-engenuity,CVE-2022-33153,CWE-200,T1557.001,NTLM Relay,1,7,8,7,CC-BY-4.0
AVP-R-1663,train,mitre-engenuity,CVE-2022-37263,CWE-200,T1047;T1569.002,Tool Injection,1,9,10,9,CC-BY-4.0
AVP-R-1664,train,lanl,CVE-2021-40825,CWE-384,T1557.001,NTLM Relay,2,5,6,5,CC-BY-4.0
AVP-R-1665,train,lanl,CVE-2023-51374,CWE-798,T1029,Slow Exfiltration,3,9,10,9,CC-BY-4.0
AVP-R-1666,train,lanl,CVE-2021-17809,CWE-620,T1047;T1569.002,Tool Injection,2,7,8,7,CC-BY-4.0
AVP-R-1667,train,mitre-engenuity,CVE-2022-56169,CWE-620,T1557.001,NTLM Relay,3,5,6,5,CC-BY-4.0
AVP-R-1668,train,mitre-engenuity,CVE-2021-49456,CWE-640,T1557.001,NTLM Relay,3,7,8,7,CC-BY-4.0
AVP-R-1669,train,mitre-engenuity,CVE-2022-51237,CWE-306,T1078,Noisy Decoy,3,7,8,7,CC-BY-4.0
AVP-R-1670,train,lmdg-synthetic,CVE-2023-62882,CWE-613,T1059.003;T1078,Noisy Decoy,1,6,7,6,CC-BY-4.0
AVP-R-1671,train,mitre-engenuity,CVE-2023-40277,CWE-306,T1078.001,Role Confusion,4,6,7,6,CC-BY-4.0
AVP-R-1672,train,lanl,CVE-2021-60964,CWE-798,T1029,Slow Exfiltration,3,5,6,5,CC-BY-4.0
AVP-R-1673,train,mitre-engenuity,CVE-2023-64937,CWE-306,T1047;T1569.002,Tool Injection,4,8,9,8,CC-BY-4.0
AVP-R-1674,train,lanl,CVE-2023-11918,CWE-521,T1029,Slow Exfiltration,1,7,8,7,CC-BY-4.0
AVP-R-1675,train,mitre-engenuity,CVE-2023-53840,CWE-287,T1078,Noisy Decoy,4,6,7,6,CC-BY-4.0
AVP-R-1676,train,mitre-engenuity,CVE-2022-45894,CWE-798,T1047;T1569.002,Tool Injection,3,5,6,5,CC-BY-4.0
AVP-R-1677,train,lanl,CVE-2022-58635,CWE-384,T1078.001,Role Confusion,1,8,9,8,CC-BY-4.0
AVP-R-1678,train,lanl,CVE-2023-42743,CWE-200,T1557.001,NTLM Relay,1,8,9,8,CC-BY-4.0
AVP-R-1679,train,lanl,CVE-2021-17398,CWE-521,T1029,Slow Exfiltration,4,7,8,7,CC-BY-4.0
AVP-R-1680,train,lanl,CVE-2021-14110,CWE-287,T1078,Noisy Decoy,4,6,7,6,CC-BY-4.0
AVP-R-1681,train,lanl,CVE-2023-38222,CWE-613,T1078.001,Role Confusion,2,7,8,7,CC-BY-4.0
AVP-R-1682,train,lmdg-synthetic,CVE-2021-59731,CWE-307,T1059.001;T1078.001,Role Confusion,3,5,6,5,CC-BY-4.0
AVP-R-1683,train,lmdg-synthetic,CVE-2022-13425,CWE-384,T1059.003;T1078.001,Role Confusion,3,8,9,8,CC-BY-4.0
AVP-R-1684,train,mitre-engenuity,CVE-2021-61375,CWE-384,T1047;T1569.002,Tool Injection,2,7,8,7,CC-BY-4.0
AVP-R-1685,train,lanl,CVE-2023-45620,CWE-287,T1029,Slow Exfiltration,3,9,10,9,CC-BY-4.0
AVP-R-1686,train,lanl,CVE-2021-35893,CWE-200,T1047;T1569.002,Tool Injection,1,8,9,8,CC-BY-4.0
AVP-R-1687,train,lanl,CVE-2023-34112,CWE-613,T1047;T1569.002,Tool Injection,3,5,6,5,CC-BY-4.0
AVP-R-1688,train,lanl,CVE-2021-16165,CWE-384,T1047;T1569.002,Tool Injection,2,5,6,5,CC-BY-4.0
AVP-R-1689,train,lanl,CVE-2023-46031,CWE-307,T1029,Slow Exfiltration,4,9,10,9,CC-BY-4.0
AVP-R-1690,train,lanl,CVE-2022-49182,CWE-613,T1029,Slow Exfiltration,1,8,9,8,CC-BY-4.0
AVP-R-1691,train,lmdg-synthetic,CVE-2021-11233,CWE-200,T1049;T1078.001,Role Confusion,4,6,7,6,CC-BY-4.0
AVP-R-1692,train,lanl,CVE-2022-60690,CWE-287,T1029,Slow Exfiltration,1,5,6,5,CC-BY-4.0
AVP-R-1693,train,lanl,CVE-2022-59457,CWE-306,T1557.001,NTLM Relay,3,6,7,6,CC-BY-4.0
AVP-R-1694,train,lmdg-synthetic,CVE-2021-63841,CWE-307,T1029;T1059.003,Slow Exfiltration,2,5,6,5,CC-BY-4.0
AVP-R-1695,train,lmdg-synthetic,CVE-2021-41647,CWE-306,T1029;T1087,Slow Exfiltration,1,10,11,10,CC-BY-4.0
AVP-R-1696,train,lanl,CVE-2021-62197,CWE-306,T1029,Slow Exfiltration,2,8,9,8,CC-BY-4.0
AVP-R-1697,train,lanl,CVE-2021-59320,CWE-287,T1557.001,NTLM Relay,1,5,6,5,CC-BY-4.0
AVP-R-1698,train,lanl,CVE-2021-11644,CWE-798,T1029,Slow Exfiltration,1,9,10,9,CC-BY-4.0
AVP-R-1699,train,lmdg-synthetic,CVE-2023-52607,CWE-306,T1021.006;T1078.001,Role Confusion,1,5,6,5,CC-BY-4.0
AVP-R-1700,train,mitre-engenuity,CVE-2021-59731,CWE-307,T1047;T1569.002,Tool Injection,1,8,9,8,CC-BY-4.0
AVP-R-1701,train,mitre-engenuity,CVE-2023-43565,CWE-384,T1029,Slow Exfiltration,2,6,7,6,CC-BY-4.0
AVP-R-1702,train,lmdg-synthetic,CVE-2023-45209,CWE-620,T1021.004;T1078.001,Role Confusion,2,7,8,7,CC-BY-4.0
AVP-R-1703,train,lmdg-synthetic,CVE-2021-56854,CWE-798,T1047;T1059.001;T1569.002,Tool Injection,3,7,8,7,CC-BY-4.0
AVP-R-1704,train,lmdg-synthetic,CVE-2022-40962,CWE-613,T1047;T1087;T1569.002,Tool Injection,3,8,9,8,CC-BY-4.0
AVP-R-1705,train,lanl,CVE-2022-33564,CWE-798,T1078.001,Role Confusion,1,7,8,7,CC-BY-4.0
AVP-R-1706,train,mitre-engenuity,CVE-2023-57128,CWE-521,T1557.001,NTLM Relay,3,10,11,10,CC-BY-4.0
AVP-R-1707,train,mitre-engenuity,CVE-2022-32742,CWE-613,T1557.001,NTLM Relay,1,4,5,4,CC-BY-4.0
AVP-R-1708,train,mitre-engenuity,CVE-2023-57950,CWE-287,T1078.001,Role Confusion,3,5,6,5,CC-BY-4.0
AVP-R-1709,train,lanl,CVE-2022-46305,CWE-384,T1078.001,Role Confusion,4,9,10,9,CC-BY-4.0
AVP-R-1710,train,mitre-engenuity,CVE-2022-41373,CWE-200,T1078,Noisy Decoy,1,8,9,8,CC-BY-4.0
AVP-R-1711,train,lanl,CVE-2021-40003,CWE-200,T1029,Slow Exfiltration,1,9,10,9,CC-BY-4.0
AVP-R-1712,train,lmdg-synthetic,CVE-2021-45346,CWE-640,T1021.004;T1029,Slow Exfiltration,2,10,11,10,CC-BY-4.0
AVP-R-1713,train,mitre-engenuity,CVE-2023-62882,CWE-613,T1557.001,NTLM Relay,2,5,6,5,CC-BY-4.0
AVP-R-1714,train,lanl,CVE-2021-33427,CWE-306,T1029,Slow Exfiltration,1,5,6,5,CC-BY-4.0
AVP-R-1715,train,mitre-engenuity,CVE-2023-42332,CWE-613,T1078,Noisy Decoy,1,6,7,6,CC-BY-4.0
AVP-R-1716,train,mitre-engenuity,CVE-2021-60142,CWE-613,T1078.001,Role Confusion,1,8,9,8,CC-BY-4.0
AVP-R-1717,train,lanl,CVE-2022-40551,CWE-307,T1029,Slow Exfiltration,3,6,7,6,CC-BY-4.0
AVP-R-1718,train,lanl,CVE-2022-38496,CWE-640,T1078.001,Role Confusion,1,6,7,6,CC-BY-4.0
AVP-R-1719,train,lanl,CVE-2021-42058,CWE-521,T1047;T1569.002,Tool Injection,2,8,9,8,CC-BY-4.0
AVP-R-1720,train,lanl,CVE-2021-56032,CWE-613,T1029,Slow Exfiltration,3,7,8,7,CC-BY-4.0
AVP-R-1721,train,lanl,CVE-2023-56717,CWE-306,T1047;T1569.002,Tool Injection,4,9,10,9,CC-BY-4.0
AVP-R-1722,train,mitre-engenuity,CVE-2021-57265,CWE-384,T1078,Noisy Decoy,1,6,7,6,CC-BY-4.0
AVP-R-1723,train,mitre-engenuity,CVE-2021-57676,CWE-640,T1047;T1569.002,Tool Injection,2,10,11,10,CC-BY-4.0
AVP-R-1724,train,lanl,CVE-2023-40688,CWE-521,T1029,Slow Exfiltration,1,9,10,9,CC-BY-4.0
AVP-R-1725,train,mitre-engenuity,CVE-2022-61923,CWE-200,T1078.001,Role Confusion,1,10,11,10,CC-BY-4.0
AVP-R-1726,train,lmdg-synthetic,CVE-2023-37400,CWE-287,T1021.001;T1047;T1569.002,Tool Injection,3,9,10,9,CC-BY-4.0
AVP-R-1727,train,lanl,CVE-2022-17124,CWE-798,T1029,Slow Exfiltration,1,9,10,9,CC-BY-4.0
AVP-R-1728,train,lanl,CVE-2021-40825,CWE-384,T1078,Noisy Decoy,1,7,8,7,CC-BY-4.0
AVP-R-1729,train,lmdg-synthetic,CVE-2021-43702,CWE-613,T1047;T1049;T1569.002,Tool Injection,4,7,8,7,CC-BY-4.0
AVP-R-1730,train,lanl,CVE-2021-47401,CWE-307,T1557.001,NTLM Relay,2,6,7,6,CC-BY-4.0
AVP-R-1731,train,mitre-engenuity,CVE-2022-36852,CWE-613,T1078,Noisy Decoy,4,8,9,8,CC-BY-4.0
AVP-R-1732,train,mitre-engenuity,CVE-2022-13425,CWE-384,T1047;T1569.002,Tool Injection,2,6,7,6,CC-BY-4.0
AVP-R-1733,train,mitre-engenuity,CVE-2021-56443,CWE-200,T1047;T1569.002,Tool Injection,1,9,10,9,CC-BY-4.0
AVP-R-1734,train,mitre-engenuity,CVE-2023-66170,CWE-287,T1078.001,Role Confusion,2,9,10,9,CC-BY-4.0
AVP-R-1735,train,lanl,CVE-2023-13973,CWE-200,T1557.001,NTLM Relay,2,7,8,7,CC-BY-4.0
AVP-R-1736,train,lanl,CVE-2022-63978,CWE-521,T1557.001,NTLM Relay,2,10,11,10,CC-BY-4.0
AVP-R-1737,train,lmdg-synthetic,CVE-2021-43291,CWE-307,T1087;T1557.001,NTLM Relay,1,10,11,10,CC-BY-4.0
AVP-R-1738,train,lanl,CVE-2022-10137,CWE-306,T1078,Noisy Decoy,2,7,8,7,CC-BY-4.0
AVP-R-1739,train,lanl,CVE-2023-47264,CWE-798,T1078.001,Role Confusion,2,6,7,6,CC-BY-4.0
AVP-R-1740,train,lanl,CVE-2023-37400,CWE-287,T1029,Slow Exfiltration,3,5,6,5,CC-BY-4.0
AVP-R-1741,train,lmdg-synthetic,CVE-2021-57265,CWE-384,T1078;T1087,Noisy Decoy,3,6,7,6,CC-BY-4.0
AVP-R-1742,train,lmdg-synthetic,CVE-2021-64663,CWE-200,T1021.004;T1078.001,Role Confusion,3,5,6,5,CC-BY-4.0
AVP-R-1743,train,mitre-engenuity,CVE-2022-16302,CWE-613,T1078.001,Role Confusion,2,6,7,6,CC-BY-4.0
AVP-R-1744,train,lanl,CVE-2021-46990,CWE-287,T1557.001,NTLM Relay,2,7,8,7,CC-BY-4.0
AVP-R-1745,train,mitre-engenuity,CVE-2021-62197,CWE-306,T1029,Slow Exfiltration,2,6,7,6,CC-BY-4.0
AVP-R-1746,train,lmdg-synthetic,CVE-2021-47401,CWE-307,T1047;T1049;T1569.002,Tool Injection,3,6,7,6,CC-BY-4.0
AVP-R-1747,train,mitre-engenuity,CVE-2022-41373,CWE-200,T1078,Noisy Decoy,1,6,7,6,CC-BY-4.0
AVP-R-1748,train,mitre-engenuity,CVE-2021-46990,CWE-287,T1557.001,NTLM Relay,1,6,7,6,CC-BY-4.0
AVP-R-1749,train,lanl,CVE-2021-39592,CWE-613,T1557.001,NTLM Relay,1,5,6,5,CC-BY-4.0
AVP-R-1750,train,lanl,CVE-2021-42469,CWE-620,T1078,Noisy Decoy,4,7,8,7,CC-BY-4.0
AVP-R-1751,train,lanl,CVE-2023-50141,CWE-307,T1078,Noisy Decoy,1,9,10,9,CC-BY-4.0
AVP-R-1752,train,lanl,CVE-2022-35208,CWE-521,T1557.001,NTLM Relay,2,10,11,10,CC-BY-4.0
AVP-R-1753,train,lmdg-synthetic,CVE-2022-62334,CWE-798,T1047;T1059.001;T1569.002,Tool Injection,2,9,10,9,CC-BY-4.0
AVP-R-1754,train,mitre-engenuity,CVE-2021-53977,CWE-306,T1078.001,Role Confusion,3,8,9,8,CC-BY-4.0
AVP-R-1755,train,lanl,CVE-2023-61238,CWE-521,T1029,Slow Exfiltration,1,9,10,9,CC-BY-4.0
AVP-R-1756,train,lanl,CVE-2021-58087,CWE-306,T1078,Noisy Decoy,2,6,7,6,CC-BY-4.0
AVP-R-1757,train,lanl,CVE-2021-65896,CWE-640,T1078,Noisy Decoy,4,7,8,7,CC-BY-4.0
AVP-R-1758,train,mitre-engenuity,CVE-2021-14521,CWE-307,T1047;T1569.002,Tool Injection,2,5,6,5,CC-BY-4.0
AVP-R-1759,train,lanl,CVE-2022-17946,CWE-640,T1557.001,NTLM Relay,3,9,10,9,CC-BY-4.0
AVP-R-1760,train,lanl,CVE-2022-12603,CWE-200,T1557.001,NTLM Relay,3,6,7,6,CC-BY-4.0
AVP-R-1761,train,mitre-engenuity,CVE-2023-56717,CWE-306,T1078,Noisy Decoy,1,8,9,8,CC-BY-4.0
AVP-R-1762,train,lanl,CVE-2022-42606,CWE-640,T1078.001,Role Confusion,3,8,9,8,CC-BY-4.0
AVP-R-1763,train,lmdg-synthetic,CVE-2022-39318,CWE-521,T1047;T1059.003;T1569.002,Tool Injection,3,9,10,9,CC-BY-4.0
AVP-R-1764,train,lmdg-synthetic,CVE-2022-57813,CWE-200,T1021.006;T1078.001,Role Confusion,1,9,10,9,CC-BY-4.0
AVP-R-1765,train,mitre-engenuity,CVE-2023-41510,CWE-287,T1047;T1569.002,Tool Injection,1,10,11,10,CC-BY-4.0
AVP-R-1766,train,lmdg-synthetic,CVE-2023-38222,CWE-613,T1018;T1029,Slow Exfiltration,2,5,6,5,CC-BY-4.0
AVP-R-1767,train,lmdg-synthetic,CVE-2023-41099,CWE-620,T1059.001;T1557.001,NTLM Relay,3,5,6,5,CC-BY-4.0
AVP-R-1768,train,mitre-engenuity,CVE-2023-41099,CWE-620,T1557.001,NTLM Relay,1,5,6,5,CC-BY-4.0
AVP-R-1769,train,lanl,CVE-2022-62745,CWE-384,T1078.001,Role Confusion,4,8,9,8,CC-BY-4.0
AVP-R-1770,train,lanl,CVE-2023-44798,CWE-521,T1029,Slow Exfiltration,1,7,8,7,CC-BY-4.0
AVP-R-1771,train,mitre-engenuity,CVE-2022-46305,CWE-384,T1047;T1569.002,Tool Injection,1,9,10,9,CC-BY-4.0
AVP-R-1772,train,lanl,CVE-2023-51374,CWE-798,T1047;T1569.002,Tool Injection,3,8,9,8,CC-BY-4.0
AVP-R-1773,train,mitre-engenuity,CVE-2021-47812,CWE-613,T1557.001,NTLM Relay,3,8,9,8,CC-BY-4.0
AVP-R-1774,train,lanl,CVE-2022-46716,CWE-640,T1078,Noisy Decoy,3,7,8,7,CC-BY-4.0
AVP-R-1775,train,lanl,CVE-2022-43839,CWE-620,T1078,Noisy Decoy,4,7,8,7,CC-BY-4.0
AVP-R-1776,train,lmdg-synthetic,CVE-2023-52607,CWE-306,T1021.006;T1557.001,NTLM Relay,2,8,9,8,CC-BY-4.0
AVP-R-1777,train,lmdg-synthetic,CVE-2023-34112,CWE-613,T1021.004;T1557.001,NTLM Relay,1,8,9,8,CC-BY-4.0
AVP-R-1778,train,mitre-engenuity,CVE-2022-60690,CWE-287,T1029,Slow Exfiltration,2,7,8,7,CC-BY-4.0
AVP-R-1779,train,mitre-engenuity,CVE-2021-40414,CWE-798,T1078,Noisy Decoy,3,5,6,5,CC-BY-4.0
AVP-R-1780,train,lanl,CVE-2021-56854,CWE-798,T1078.001,Role Confusion,3,9,10,9,CC-BY-4.0
AVP-R-1781,train,lmdg-synthetic,CVE-2023-65759,CWE-620,T1049;T1557.001,NTLM Relay,4,9,10,9,CC-BY-4.0
AVP-R-1782,train,lanl,CVE-2023-11096,CWE-640,T1078,Noisy Decoy,2,7,8,7,CC-BY-4.0
AVP-R-1783,train,lmdg-synthetic,CVE-2023-16028,CWE-521,T1078.001;T1087,Role Confusion,1,10,11,10,CC-BY-4.0
AVP-R-1784,train,mitre-engenuity,CVE-2022-33975,CWE-384,T1029,Slow Exfiltration,1,8,9,8,CC-BY-4.0
AVP-R-1785,train,lanl,CVE-2023-53429,CWE-620,T1047;T1569.002,Tool Injection,1,9,10,9,CC-BY-4.0
AVP-R-1786,train,lanl,CVE-2022-44250,CWE-287,T1078.001,Role Confusion,1,6,7,6,CC-BY-4.0
AVP-R-1787,train,lanl,CVE-2023-39044,CWE-798,T1078,Noisy Decoy,2,8,9,8,CC-BY-4.0
AVP-R-1788,train,mitre-engenuity,CVE-2023-57950,CWE-287,T1047;T1569.002,Tool Injection,1,10,11,10,CC-BY-4.0
AVP-R-1789,train,lanl,CVE-2023-33290,CWE-287,T1078,Noisy Decoy,1,6,7,6,CC-BY-4.0
AVP-R-1790,train,lanl,CVE-2023-39866,CWE-640,T1047;T1569.002,Tool Injection,2,5,6,5,CC-BY-4.0
AVP-R-1791,train,lanl,CVE-2021-56443,CWE-200,T1029,Slow Exfiltration,1,9,10,9,CC-BY-4.0
AVP-R-1792,train,mitre-engenuity,CVE-2022-41784,CWE-798,T1078,Noisy Decoy,2,6,7,6,CC-BY-4.0
AVP-R-1793,train,mitre-engenuity,CVE-2021-57676,CWE-640,T1029,Slow Exfiltration,2,10,11,10,CC-BY-4.0
AVP-R-1794,train,lanl,CVE-2021-42469,CWE-620,T1029,Slow Exfiltration,4,8,9,8,CC-BY-4.0
AVP-R-1795,train,mitre-engenuity,CVE-2022-66855,CWE-384,T1557.001,NTLM Relay,1,5,6,5,CC-BY-4.0
AVP-R-1796,train,lmdg-synthetic,CVE-2022-17535,CWE-384,T1021.001;T1078.001,Role Confusion,3,5,6,5,CC-BY-4.0
AVP-R-1797,train,lanl,CVE-2023-60005,CWE-384,T1078.001,Role Confusion,2,9,10,9,CC-BY-4.0
AVP-R-1798,train,lanl,CVE-2022-60279,CWE-620,T1078.001,Role Confusion,1,9,10,9,CC-BY-4.0
AVP-R-1799,train,lmdg-synthetic,CVE-2022-13014,CWE-798,T1021.001;T1078.001,Role Confusion,1,7,8,7,CC-BY-4.0
AVP-R-1800,train,lmdg-synthetic,CVE-2022-66444,CWE-798,T1047;T1049;T1569.002,Tool Injection,2,8,9,8,CC-BY-4.0
AVP-R-1801,train,mitre-engenuity,CVE-2022-33564,CWE-798,T1557.001,NTLM Relay,1,10,11,10,CC-BY-4.0
AVP-R-1802,train,mitre-engenuity,CVE-2022-39318,CWE-521,T1047;T1569.002,Tool Injection,2,6,7,6,CC-BY-4.0
AVP-R-1803,train,mitre-engenuity,CVE-2021-63430,CWE-287,T1078,Noisy Decoy,1,7,8,7,CC-BY-4.0
